Player,Salary,Signed Using,Guaranteed,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Nemanja Bjelica\bjeline01,6825000,Cap Space,"$6,825,000",PF,31,SAC,66,1871,15.4,0.596,0.489,0.12,6.3,19.3,12.7,14.2,1.5,1.7,12.5,17.2,3,1.7,4.7,0.121,1.1,0.3,1.4,1.6
Eric Bledsoe\bledser01,15625000,Bird Rights,"$54,525,000",PG,30,MIL,56,1524,18.2,0.579,0.304,0.292,2.8,13.3,8.4,28.6,1.6,1.4,15.8,24,2.4,2.9,5.3,0.167,1.1,1.1,2.2,1.6
Bogdan Bogdanović\bogdabo01,8529386,Cap space,"$8,529,386",SG,27,SAC,55,1573,14.5,0.562,0.592,0.163,1.3,11.7,6.3,17.1,1.8,0.8,11.2,22.3,1.4,1.1,2.5,0.077,0.9,-0.4,0.5,1
Bojan Bogdanović\bogdabo02,17000000,Cap Space,"$73,100,000",SF,30,UTA,63,2083,15.7,0.603,0.489,0.296,2.1,11.1,6.8,10,0.8,0.3,13.1,25.6,2.7,1.7,4.3,0.1,1.6,-1.5,0.2,1.1
Bol Bol\bolbo01,,,,C,20,DEN,1,12,12.7,0.563,0.25,0.25,18.5,18.6,18.6,12,0,0,31.1,23.3,0,0,0,-0.015,-0.1,-3.8,-3.9,0
Jonah Bolden\boldejo01,1698450,,"$1,698,450",PF,24,TOT,7,47,4.9,0.392,0.364,0.364,7,14.4,10.6,0,3,3.7,13.6,13.4,-0.1,0.1,0,-0.008,-8.8,-0.1,-8.9,-0.1
Jonah Bolden\boldejo01,1698450,,"$1,698,450",PF,24,PHI,4,14,-2,0.515,0.333,0.667,0,7.9,3.9,0,3.5,0,34,18.1,-0.1,0,0,-0.148,-13.9,-0.7,-14.7,0
Jonah Bolden\boldejo01,1698450,,"$1,698,450",PF,24,PHO,3,33,7.9,0.338,0.375,0.25,10,17.1,13.5,0,2.9,5.3,0,11.4,0,0.1,0,0.051,-6.6,0.1,-6.5,0
Marques Bolden\boldema01,50752,,"$50,752",C,21,CLE,1,3,19.8,,,,0,74.7,37,0,16.2,0,,0,0,0,0,0.282,-5.8,11.3,5.5,0
Jordan Bone\bonejo01,,,,PG,22,DET,10,53,0.8,0.3,0.5,0,0,8.7,4.3,21,0.9,0,9.1,18.1,-0.1,0,-0.1,-0.118,-9,-2.9,-11.9,-0.1
Isaac Bonga\bongais01,1416852,Cap Space,"$1,416,852",SF,20,WAS,60,1074,10.4,0.618,0.299,0.371,6.2,13.8,9.9,7.6,1.7,1.7,16.6,10.5,1.2,0.4,1.7,0.075,-2.6,-0.2,-2.7,-0.2
Devin Booker\bookede01,27250000,1st round pick,"$158,050,000",SG,23,PHO,64,2308,19.8,0.615,0.311,0.398,1.3,11.7,6.4,29.9,1,0.6,15.6,29.7,4.9,1.3,6.2,0.128,3,-1.4,1.6,2.1
Chris Boucher\bouchch01,1588231,Minimum Salary,"$1,588,231",PF,27,TOR,56,725,19.8,0.568,0.383,0.395,14,21.1,17.6,4.7,1.3,7.1,7,19.4,1.7,1.5,3.2,0.214,0.3,1,1.3,0.6
Brian Bowen\bowenbr02,,,,SG,21,IND,5,29,-2,0.222,0.222,0,3.8,22.7,13.3,0,0,3,10,15.1,-0.1,0,-0.1,-0.154,-9.7,-2.1,-11.8,-0.1
Ky Bowman\bowmaky01,350189,MLE,"$350,189",PG,22,GSW,45,1015,9.1,0.494,0.333,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4,-0.3,-4.3,-0.6
Avery Bradley\bradlav01,4767000,Room Exception,"$9,772,350",SG,29,LAL,49,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.6,0.066,-2.9,0.5,-2.4,-0.1
Tony Bradley\bradlto01,1962360,1st Round Pick,"$5,504,420",C,22,UTA,52,562,21.3,0.665,0.006,0.242,19.8,24.3,22.2,4.7,1.1,3.9,12.5,16.3,1.8,0.9,2.7,0.233,0.6,0.2,0.8,0.4
Jarrell Brantley\brantja01,,,,PF,23,UTA,5,13,2.7,,,,0,40.5,21.1,9.2,0,12.8,100,6.7,0,0,0,-0.053,-8.6,5.9,-2.7,0
Ignas Brazdeikis\brazdig01,898310,Minimum Salary,"$2,416,291",SF,21,NYK,9,53,3.3,0.351,0.409,0.227,3.9,6.2,5,10.6,0,1.8,7.6,21,-0.1,0,-0.1,-0.109,-5,-3.9,-8.9,-0.1
Corey Brewer\breweco01,289803,Minimum Salary,"$289,803",SF,33,SAC,1,17,17.8,0.45,0.25,0.25,12.9,13.6,13.3,8.2,8.6,0,0,11.4,0,0,0.1,0.18,-3.9,8,4.2,0
Mikal Bridges\bridgmi01,4161000,1st Round Pick,"$8,520,000",SF,23,PHO,67,1845,12.6,0.615,0.394,0.262,3.5,12.5,7.9,8.8,2.5,2,12.7,12.5,2.1,2,4.1,0.107,-0.9,1.5,0.6,1.2
Miles Bridges\bridgmi02,3755400,1st Round Pick,"$7,689,720",SF,21,CHO,65,1995,12.1,0.52,0.398,0.174,4.6,15.6,9.9,9.4,1,2.2,10.5,20,0.3,1.3,1.6,0.038,-1.5,-1,-2.5,-0.3
Oshae Brissett\brissos01,,,,SF,21,TOR,19,135,6.7,0.458,0.417,0.278,7.2,13,10.2,7,1.4,0.7,14.8,15,-0.1,0.2,0.1,0.043,-5.7,0.3,-5.4,-0.1
Ryan Broekhoff\broekry01,1443842,,"$1,443,842",SG,29,DAL,17,180,13.1,0.568,0.864,0.136,3,21.7,12.5,8.3,1.3,1.9,8.8,16.2,0.2,0.2,0.4,0.114,0.4,0.4,0.9,0.1
Malcolm Brogdon\brogdma01,20000000,Sign and Trade,"$85,000,000",PG,27,IND,48,1472,17.7,0.537,0.296,0.246,3,13.8,8.5,34.4,1.1,0.5,13.6,25.2,2,1.4,3.4,0.112,2.2,-0.5,1.7,1.4
Dillon Brooks\brookdi01,1618520,MLE,"$36,618,520",SG,24,MEM,67,1923,10.9,0.505,0.389,0.188,3.5,8.4,6,10.2,1.4,1.2,9.6,24.9,-0.5,1.3,0.8,0.021,-2.8,-1.5,-4.4,-1.2
Bruce Brown\brownbr01,1416852,MLE,"$1,416,852",SG,23,DET,58,1634,11.9,0.518,0.215,0.266,4.2,15,9.5,20.4,1.9,1.5,16.7,16,0.7,1.4,2.1,0.062,-2,0.8,-1.2,0.3
Charlie Brown\brownch02,,,,SG,22,ATL,10,40,11.1,0.472,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0,0,0,-0.028,-1.1,-1.4,-2.5,0
Jaylen Brown\brownja02,6534829,1st Round pick,"$109,534,829",SF,23,BOS,52,1772,17.3,0.592,0.371,0.287,3.4,16.4,9.9,10,1.6,0.8,11.5,24.7,2.4,2.3,4.7,0.128,1.2,-0.2,1,1.4
Moses Brown\brownmo01,,,,C,20,POR,9,33,6.7,0.407,0,0.8,9.6,34.3,22.1,4,1.4,2.6,18.2,21.3,-0.1,0,0,-0.064,-8.2,-1.7,-9.9,-0.1
Sterling Brown\brownst02,1618520,MLE,"$1,618,520",SF,24,MIL,47,697,9.1,0.473,0.525,0.161,4.4,19.2,12.3,8.6,1.7,0.9,13.7,16.4,-0.4,1.4,1,0.069,-3.2,1.2,-2,0
Troy Brown Jr.\browntr01,,,,SG,20,WAS,63,1584,14,0.536,0.283,0.23,4.5,19.4,11.6,13.3,2.3,0.3,10,17.2,1.5,1,2.4,0.073,-0.7,-0.4,-1.1,0.4
Jalen Brunson\brunsja01,1416582,Cap Space,"$3,080,443",PG,23,DAL,57,1022,14.9,0.553,0.309,0.193,2.3,11.3,6.9,26.9,1,0.3,13.6,20.3,1.6,0.7,2.3,0.106,0.1,-0.9,-0.8,0.3
Thomas Bryant\bryanth01,7936508,Early Bird Rights,"$25,000,000",C,22,WAS,40,971,20.1,0.653,0.189,0.295,8.5,23.8,15.8,12,0.8,3.1,11.3,18.5,2.6,0.5,3.1,0.153,2.3,-1.1,1.2,0.8
Reggie Bullock\bullore01,4000000,Room Exception,"$5,000,000",SG,28,NYK,29,684,9.3,0.502,0.496,0.094,2,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.7,-0.3,-3,-0.2
Trey Burke\burketr01,2028594,,"$2,028,594",PG,27,TOT,27,371,17.3,0.577,0.336,0.134,4.5,6.2,5.3,24.8,1.3,0.2,7.6,19.8,0.9,0.3,1.2,0.154,1.9,-0.8,1.1,0.3
Trey Burke\burketr01,2028594,,"$2,028,594",PG,27,PHI,25,329,15.4,0.545,0.299,0.142,5,6.7,5.9,24.1,1,0.3,8.2,19.3,0.6,0.2,0.9,0.129,0.7,-1.1,-0.5,0.1
Trey Burke\burketr01,2028594,,"$2,028,594",PG,27,DAL,2,42,32.4,0.765,0.545,0.091,0,2.4,1.2,30.2,3.4,0,4.2,24.2,0.3,0,0.3,0.351,11.5,1.8,13.3,0.1
Alec Burks\burksal01,2320044,Minimum Salary,"$2,320,044",SG,28,TOT,60,1624,15.9,0.552,0.391,0.356,2.8,15.3,8.8,16.9,1.7,0.9,9.8,23.8,1.9,1.1,2.9,0.087,0.6,-0.7,-0.2,0.7
Alec Burks\burksal01,2320044,Minimum Salary,"$2,320,044",SG,28,GSW,48,1390,16.1,0.552,0.373,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,1.6,0.8,2.5,0.085,0.7,-0.6,0.1,0.7
Alec Burks\burksal01,2320044,Minimum Salary,"$2,320,044",SG,28,PHI,12,234,14.7,0.548,0.5,0.26,2.8,15.1,9,13.4,1.7,0,10.1,23.8,0.2,0.3,0.5,0.098,-0.1,-1.5,-1.6,0
Deonte Burton\burtode02,1416852,Minimum Salary,"$1,416,852",SG,26,OKC,34,284,5.9,0.426,0.438,0.114,2.4,15.9,9.4,5.6,0.9,3,11.3,19.3,-0.6,0.3,-0.3,-0.045,-5.5,-0.4,-5.8,-0.3
Jimmy Butler\butleji01,32742000,Sign and Trade,"$103,137,300",SF,30,MIA,55,1881,23.6,0.585,0.16,0.683,6.3,15.1,10.9,28.2,2.5,1.5,11.1,25.2,6.2,2.5,8.8,0.224,4,1.3,5.4,3.5
Bruno Caboclo\cabocbr01,1845301,Minimum Salary,"$1,845,301",SF,24,TOT,27,220,13.4,0.455,0.364,0.065,10.7,14.6,12.7,7.4,2.5,6.3,10.2,16.7,0,0.3,0.3,0.07,-2.5,1.1,-1.4,0
Bruno Caboclo\cabocbr01,1845301,Minimum Salary,"$1,845,301",SF,24,MEM,22,192,11.9,0.441,0.362,0.043,9.5,14.5,12.1,7,2.4,5.4,9.1,16.8,-0.1,0.3,0.2,0.051,-3.3,0.8,-2.4,0
Bruno Caboclo\cabocbr01,1845301,Minimum Salary,"$1,845,301",SF,24,HOU,5,28,23.6,0.563,0.375,0.25,18.6,15.1,16.8,10.1,3.3,12.3,18.4,16.1,0.1,0.1,0.1,0.199,2.5,3.2,5.7,0.1
Kentavious Caldwell-Pope\caldwke01,8089282,Cap Space,"$8,089,282",SG,26,LAL,65,1663,11.1,0.583,0.474,0.206,2.5,6.2,4.4,8.8,1.5,0.7,10,14.8,1.9,1.9,3.7,0.107,-1,0.4,-0.6,0.6
Vlatko Čančar\cancavl01,1517981,MLE,"$2,416,291",SF,22,DEN,14,45,11.4,0.507,0.4,0.267,12.3,12.4,12.4,9.1,1.1,2.1,15.2,19,0,0,0.1,0.067,-3.5,-1.1,-4.5,0
Clint Capela\capelca01,16456522,Bird Rights,"$72,086,957",C,25,HOU,39,1279,20.7,0.626,0,0.268,13.7,30.5,22,5.7,1.2,4.8,12.7,16,2.9,2.1,4.9,0.185,1.1,0.4,1.5,1.1
DeMarre Carroll\carrode01,6842307,,"$14,262,321",SF,33,TOT,21,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0,0.1,0.1,0.026,-3.4,-1.1,-4.5,-0.1
DeMarre Carroll\carrode01,6842307,,"$14,262,321",SF,33,SAS,15,135,5,0.437,0.448,0.69,5.6,19.2,12.4,10.2,0.7,1.3,20.9,15.4,-0.2,0.1,-0.1,-0.036,-6,-1.1,-7.1,-0.2
DeMarre Carroll\carrode01,6842307,,"$14,262,321",SF,33,HOU,6,96,13.5,0.624,0.56,0.64,4.3,13.2,8.7,10,1,1.8,15.8,16.4,0.2,0.1,0.2,0.114,0.3,-1.1,-0.8,0
Jevon Carter\carteje01,1416852,MInimum Salary,"$1,416,852",PG,24,PHO,52,804,10.5,0.54,0.579,0.126,3.4,10.8,7.1,11.9,2.4,1.4,12.1,13.6,0.4,0.8,1.2,0.073,-1.5,1.1,-0.4,0.3
Vince Carter\cartevi01,2564753,Minimum Salary,"$2,564,753",SF,43,ATL,60,876,7.6,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5
Wendell Carter Jr.\cartewe01,,,,C,20,CHI,43,1256,15.5,0.59,0.085,0.443,11.6,24.6,17.8,6,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1
Michael Carter-Williams\cartemi01,2028594,Minimum Salary,"$2,028,594",SG,28,ORL,44,825,15.4,0.536,0.288,0.366,5.8,13.5,9.5,18.9,2.9,2.4,14.6,18.3,0.7,1.2,2,0.114,-1.5,1.6,0.1,0.4
Alex Caruso\carusal01,2750000,Room Exception,"$5,500,000",PG,25,LAL,60,1084,11.1,0.537,0.41,0.315,1.5,9.9,5.8,12.7,2.8,1.5,13.9,14,0.5,1.8,2.3,0.102,-2.3,2.5,0.2,0.6
Willie Cauley-Stein\caulewi01,2177483,MLE,"$2,177,483",C,26,TOT,54,1097,17,0.589,0.003,0.219,8,23.3,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,2.9,0.129,-1.2,1.7,0.5,0.7
Willie Cauley-Stein\caulewi01,2177483,MLE,"$2,177,483",C,26,GSW,41,940,16.2,0.573,0,0.222,7.9,22,14.7,9.9,2.3,4.8,11,14.4,1,1.2,2.2,0.113,-1.5,1.6,0.1,0.5
Willie Cauley-Stein\caulewi01,2177483,MLE,"$2,177,483",C,26,DAL,13,157,22.2,0.684,0.022,0.2,8.8,30.8,20,9.6,1.2,6,9.3,14.7,0.5,0.3,0.7,0.227,1,2.3,3.2,0.2
Tyson Chandler\chandty01,2564753,Minimum Salary,"$2,564,753",C,37,HOU,26,219,10.8,0.717,0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6,0.3,0.3,0.6,0.129,-2.5,1.1,-1.4,0
Wilson Chandler\chandwi01,2564753,Minimum Salary,"$2,564,753",SF,32,BRK,35,734,7.4,0.531,0.661,0.126,1.6,18.4,10.2,7.4,1,1.4,15,12.9,-0.1,0.9,0.8,0.049,-3.9,1,-2.9,-0.2
Joe Chealey\chealjo01,163356,,"$163,356",PG,24,CHO,4,33,-2.9,0.127,0.571,0.286,0,0,0,3.9,6.1,0,20.2,13.2,-0.2,0,-0.1,-0.189,-14.3,1.7,-12.6,-0.1
Zylan Cheatham\cheatzy01,,,,SF,24,NOP,3,31,0.1,0.4,0.2,0,3.4,17.1,10.2,7.9,0,2.7,37.5,10.5,-0.1,0,-0.1,-0.08,-10.2,0.1,-10.2,-0.1
Chris Chiozza\chiozch01,,,,PG,24,TOT,23,287,12.9,0.533,0.516,0.022,2.6,11.6,7,28,2.6,0.6,18.3,16.7,0.2,0.3,0.5,0.076,-0.9,1.2,0.3,0.2
Chris Chiozza\chiozch01,,,,PG,24,WAS,10,123,9.2,0.397,0.471,0,0,13.9,6.7,28.9,3.8,1.4,20.9,14.5,-0.1,0.1,0,-0.003,-3.6,2.1,-1.4,0
Chris Chiozza\chiozch01,,,,PG,24,BRK,13,164,15.7,0.61,0.542,0.034,4.5,9.9,7.2,27.4,1.7,0,16.7,18.3,0.3,0.2,0.5,0.135,1.2,0.5,1.7,0.1
Marquese Chriss\chrisma01,758804,,"$2,213,272",PF,22,GSW,59,1196,19.5,0.604,0.101,0.405,10,23.6,16.5,15.3,1.6,4.7,14.7,19,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8
Gary Clark\clarkga01,708426,,"$708,426",PF,25,TOT,37,440,10.5,0.541,0.857,0.086,6.9,14.8,10.8,5.2,0.5,3,6,11.1,0.5,0.4,0.9,0.097,-1,-1,-2.1,0
Gary Clark\clarkga01,708426,,"$708,426",PF,25,HOU,18,212,11.9,0.564,0.864,0.119,5.4,14.4,9.9,7.6,0.4,2.8,3.1,12.5,0.4,0.2,0.5,0.124,0.4,-0.9,-0.5,0.1
Gary Clark\clarkga01,708426,,"$708,426",PF,25,ORL,19,228,9.3,0.512,0.848,0.043,8.2,15.1,11.6,2.9,0.6,3.2,9.6,9.8,0.1,0.2,0.3,0.073,-2.4,-1.1,-3.5,-0.1
Brandon Clarke\clarkbr01,2478840,1st Round Pick,"$5,081,760",PF,23,MEM,52,1145,21.7,0.671,0.129,0.24,7.5,20,13.9,10,1.1,3.3,9.1,18.8,3.3,1.3,4.6,0.193,2.8,0.7,3.5,1.6
Jordan Clarkson\clarkjo01,13437500,Cap Space,"$13,437,500",SG,27,TOT,65,1584,17.7,0.577,0.465,0.196,3.4,8.6,6.1,13.3,1.4,0.9,9,25.7,2.5,1,3.5,0.106,2.6,-1.1,1.5,1.4
Jordan Clarkson\clarkjo01,13437500,Cap Space,"$13,437,500",SG,27,CLE,29,666,18.6,0.581,0.488,0.264,3.5,8.1,5.8,17,1.2,1,9.7,25.9,1.4,0.1,1.5,0.108,4.1,-1.4,2.7,0.8
Jordan Clarkson\clarkjo01,13437500,Cap Space,"$13,437,500",SG,27,UTA,36,918,17,0.573,0.449,0.148,3.4,9.1,6.3,10.6,1.5,0.7,8.6,25.6,1.1,0.9,2,0.105,1.5,-0.9,0.6,0.6
Nicolas Claxton\claxtni01,898310,Minimum Salary,"$4,198,912",PF,20,BRK,15,187,14.9,0.577,0.146,0.438,10.7,13.5,12.1,12.6,0.3,3.5,13.6,14.8,0.3,0.2,0.5,0.123,-0.7,0,-0.7,0.1
Chris Clemons\clemoch01,568422,MLE,"$568,422",SG,22,HOU,29,251,12.6,0.546,0.746,0.056,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24,0.1,0.2,0.2,0.044,0.4,-1.7,-1.3,0.1
Antonius Cleveland\clevean01,,,,SG,25,DAL,8,26,3,0.4,0.143,0.571,0,11.9,6,0,1.9,3.3,10.2,16,-0.1,0,0,-0.043,-9.4,0.5,-8.9,0
Amir Coffey\coffeam01,,,,SG,22,LAC,15,107,5.9,0.456,0.278,0.083,4,9.4,6.8,13,0.4,0.8,13.9,16.9,-0.1,0.1,0,0.005,-5.3,-1.1,-6.4,-0.1
John Collins\collijo01,2686560,1st Round Pick,"$6,823,862",PF,22,ATL,41,1363,23.5,0.659,0.243,0.248,9,24,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.1,4.9,0.174,3.7,-0.7,3.1,1.7
Zach Collins\colliza01,4240200,1st Round Pick,"$9,646,455",PF,22,POR,5,151,9.3,0.595,0.323,0.194,5.6,12.3,9,9.4,0.6,1.1,17.2,11.4,0.2,0,0.2,0.063,-1.3,-1.1,-2.4,0
Mike Conley\conlemi01,32511623,Cap Space,"$54,938,006",PG,32,UTA,43,1235,13.7,0.529,0.436,0.247,2.6,9.2,6,22.7,1.3,0.3,12.5,23,1.1,1.1,2.2,0.085,0.4,-0.4,0.1,0.7
Pat Connaughton\connapa01,1723050,MLE,"$1,723,050",SG,27,MIL,61,1119,11.2,0.558,0.525,0.138,5.3,16.9,11.4,10.7,0.8,2.4,14.5,11.9,0.9,2.1,3,0.129,-1.1,1.6,0.5,0.7
Quinn Cook\cookqu01,3000000,Cap Space,"$4,000,000",PG,26,LAL,39,410,10.6,0.517,0.382,0.052,1.9,8.9,5.4,14.3,1.3,0.2,12.4,20.8,-0.1,0.4,0.4,0.045,-2.3,-1,-3.2,-0.1
Tyler Cook\cookty01,101504,,"$151,504",PF,22,CLE,11,35,23.9,0.752,0,0.6,12.6,19.2,15.9,4.5,1.4,0,7.3,16.7,0.2,0,0.2,0.244,3,-0.6,2.4,0
Robert Covington\covinro01,11301219,Cap Space,"$36,415,035",PF,29,TOT,64,1946,13.7,0.568,0.656,0.169,3,19.9,11.2,5.8,2.4,3.7,11.5,17.3,0.9,2.6,3.5,0.086,-1,1.1,0.1,1
Robert Covington\covinro01,11301219,Cap Space,"$36,415,035",PF,29,MIN,48,1411,13.5,0.572,0.629,0.19,2.6,19.5,10.7,5.9,2.6,2.6,12,17.8,0.5,1.7,2.3,0.078,-1.2,1.2,0,0.7
Robert Covington\covinro01,11301219,Cap Space,"$36,415,035",PF,29,HOU,16,535,14.2,0.554,0.73,0.112,4.1,21.1,12.5,5.5,1.7,6.4,10.1,16.1,0.4,0.8,1.2,0.108,-0.4,0.7,0.3,0.3
Allen Crabbe\crabbal01,17818456,,"$17,818,456",SG,27,TOT,37,653,6,0.47,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.1,-0.1,-0.007,-3.7,-1.5,-5.3,-0.5
Allen Crabbe\crabbal01,17818456,,"$17,818,456",SG,27,ATL,28,522,7.2,0.482,0.65,0.084,2,11.5,6.7,7.3,1.3,0.6,7.5,12.7,0,0.1,0.1,0.008,-3,-1.1,-4.1,-0.3
Allen Crabbe\crabbal01,17818456,,"$17,818,456",SG,27,MIN,9,131,1.1,0.416,0.765,0.059,0.8,9.2,4.8,5.1,0,0,12.5,12.5,-0.2,0,-0.2,-0.068,-6.6,-3.2,-9.9,-0.3
Torrey Craig\craigto01,2100000,Cap Space,"$2,100,000",SF,29,DEN,51,897,10.7,0.564,0.53,0.144,6.3,13.7,10,5.6,1,3.3,8.8,12.1,0.9,0.9,1.8,0.099,-2.1,0.2,-1.9,0
Jae Crowder\crowdja01,7815533,Bird Rights,"$7,815,533",SF,29,TOT,59,1724,12.1,0.536,0.694,0.234,3,18.9,11.2,11.6,1.9,1.1,9.9,15.5,1.3,2,3.3,0.091,-0.8,0.4,-0.4,0.7
Jae Crowder\crowdja01,7815533,Bird Rights,"$7,815,533",SF,29,MEM,45,1322,11,0.507,0.667,0.238,3.3,18.5,11,12.2,1.7,0.9,10.9,15.6,0.5,1.4,1.8,0.067,-1.4,0.1,-1.2,0.3
Jae Crowder\crowdja01,7815533,Bird Rights,"$7,815,533",SF,29,MIA,14,402,15.9,0.633,0.788,0.22,2.3,20.1,11.6,9.8,2.6,1.7,6.5,15.2,0.8,0.6,1.4,0.169,1,1.1,2.1,0.4
Jarrett Culver\culveja01,5813640,1st Round Pick,"$11,917,920",SG,20,MIN,63,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.2,-0.8,-4,-0.8
Seth Curry\curryse01,7441860,MLE,"$32,000,000",SG,29,DAL,61,1505,15.8,0.646,0.565,0.174,1.8,7.9,4.9,11.8,1.2,0.5,9.4,18.4,3.4,0.9,4.3,0.138,1.9,-0.7,1.2,1.2
Stephen Curry\curryst01,40231758,Bird Rights,"$129,019,086",PG,31,GSW,5,139,21.7,0.557,0.598,0.317,3,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.104,4.5,-0.6,3.9,0.2
Troy Daniels\danietr01,2028594,,"$2,028,594",SG,28,TOT,43,476,8.8,0.523,0.707,0.098,2.8,8.1,5.5,4.2,0.9,0.6,5,16,0.2,0.5,0.7,0.071,-1.2,-0.9,-2.2,0
Troy Daniels\danietr01,2028594,,"$2,028,594",SG,28,LAL,41,456,9,0.527,0.709,0.101,2.9,8,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,0.072,-1.1,-1,-2.1,0
Troy Daniels\danietr01,2028594,,"$2,028,594",SG,28,DEN,2,20,5.2,0.417,0.667,0,0,11.2,5.6,6.6,2.5,0,0,13,0,0,0,0.03,-4.6,0.2,-4.4,0
Anthony Davis\davisan02,27093019,1st Round Pick,"$27,093,019",PF,26,LAL,57,1960,28,0.615,0.198,0.474,7.2,22,14.8,14.8,2,6.2,10.1,29.5,6.5,4.2,10.7,0.263,5.8,2.8,8.6,5.2
Ed Davis\davised01,4767000,Room Exception,"$9,772,350",C,30,UTA,25,268,7.3,0.425,0,0.324,12.4,25.9,19.5,3.8,1.8,2.8,25.1,8.5,-0.1,0.5,0.4,0.074,-5.5,1.7,-3.9,-0.1
Terence Davis\daviste02,898310,Minimum Salary,"$898,310",SG,22,TOR,65,1100,14.5,0.599,0.567,0.132,4.5,16.3,10.6,14.5,1.4,1.1,13.5,18.7,1.4,1.7,3.1,0.134,0.7,0.6,1.3,0.9
Dewayne Dedmon\dedmode01,13333334,Cap space,"$40,000,000",C,30,TOT,44,774,9.4,0.473,0.42,0.141,8.5,27.7,17.9,4,1.5,4.8,17.4,18.2,-1,1,0.1,0.005,-5.8,0,-5.8,-0.7
Dewayne Dedmon\dedmode01,13333334,Cap space,"$40,000,000",C,30,SAC,34,541,8.5,0.477,0.415,0.164,9.4,25.9,17.4,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-0.1,-0.007,-6.3,-0.1,-6.4,-0.6
Dewayne Dedmon\dedmode01,13333334,Cap space,"$40,000,000",C,30,ATL,10,233,11.4,0.463,0.429,0.095,6.4,31.8,18.9,4.3,2,5.4,10.3,17.4,-0.2,0.3,0.2,0.032,-4.5,0.1,-4.4,-0.1
Matthew Dellavedova\dellama01,9607500,Cap Space,"$9,607,500",PG,29,CLE,57,821,8.1,0.463,0.52,0.211,2.4,7.8,5.1,29,1.2,0.2,23.6,13,0.1,0.1,0.2,0.01,-3.6,-1.6,-5.2,-0.7
DeMar DeRozan\derozde01,27739975,Cap Space,"$27,739,975",SF,30,SAS,63,2162,21.3,0.599,0.031,0.425,2,15.7,8.8,26.4,1.4,0.6,11.6,26.4,5.4,1.2,6.6,0.146,2.1,-0.4,1.7,2
Cheick Diallo\diallch01,1678854,Minimum Salary,"$1,678,854",C,23,PHO,44,467,16.3,0.688,0.015,0.27,6.6,24,15.1,7.2,1,2.2,16.4,16.7,0.8,0.5,1.3,0.13,-1.1,-0.3,-1.4,0.1
Hamidou Diallo\diallha01,1416852,MLE,"$1,416,852",SF,21,OKC,39,719,8.6,0.493,0.164,0.204,5,14.2,9.7,4.6,2,0.9,13.7,17.4,-0.6,0.9,0.3,0.019,-4.9,0.3,-4.6,-0.5
Gorgui Dieng\dienggo01,16229213,1st Round Pick,"$33,516,853",C,30,TOT,58,1012,17.4,0.564,0.414,0.242,8.8,26.6,17.5,10.3,2.2,4.6,12.7,17.7,1.1,1.6,2.7,0.128,0,1.8,1.8,0.9
Gorgui Dieng\dienggo01,16229213,1st Round Pick,"$33,516,853",C,30,MIN,46,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,1,1.1,2.1,0.129,0.3,1.5,1.8,0.7
Gorgui Dieng\dienggo01,16229213,1st Round Pick,"$33,516,853",C,30,MEM,12,234,16.2,0.568,0.333,0.364,6.4,29.1,18,7.5,2.2,5.2,12.6,15.6,0.2,0.4,0.6,0.127,-1.2,2.9,1.7,0.2
Spencer Dinwiddie\dinwisp01,10600000,Minimum Salary,"$22,000,000",SG,26,BRK,64,1994,17.9,0.541,0.392,0.437,1.7,9.6,5.7,35.5,1,0.9,12.5,29.2,3.3,1.7,5,0.121,2.6,-0.8,1.7,1.9
